id,make,model,model_year_start,model_year_end,grade,cab_type,body_type,drivetrain,engine,transmission,certification_category,licence_class_note,wheelbase_mm,kerb_mass_kg,kerb_mass_basis,gvm_kg,gcm_kg,front_gawr_kg,rear_gawr_kg,published_payload_kg,payload_basis,braked_towing_kg,towball_limit_kg,usable_load_length_mm,usable_load_width_mm,cab_to_rear_axle_mm,source_id,source_locator,verification_status,customer_selectable,notes,payload_arithmetic_matches,source_url,source_published_date,source_accessed_date
gwm-cannon-alpha-2025-lux-phev-pick-up-tub,GWM,"Cannon Alpha",2025,,"Lux PHEV",dual_cab,pickup_tub,"4x4 on-demand","2.0L turbo-petrol PHEV + electric motor","9-speed hybrid automatic",,"Standard light-vehicle licence subject to final configuration",3350,2810,"Published kerb weight",3495,6745,1680,2250,685,"GVM minus kerb",3500,350,,,,gwm-cannon-alpha-au,"Official current brochure: Lux PHEV Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Torque-on-demand 4WD. 37.11 kWh battery; 115 km NEDC EV range; 7.9 L/100 km low-charge figure; 6 kW V2L; multi-link coil rear suspension. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://assets.gwmanz.com/f/256395/x/43c46a95d0/cannon-alpha-brochure-au.pdf,,2026-08-18
gwm-cannon-alpha-2025-lux-turbo-diesel-pick-up-tub,GWM,"Cannon Alpha",2025,,"Lux Turbo Diesel",dual_cab,pickup_tub,"4x4 on-demand","2.4L turbo-diesel","9-speed automatic",,"Standard light-vehicle licence subject to final configuration",3350,2489,"Published kerb weight",3310,6555,1680,2250,821,"GVM minus kerb",3500,350,,,,gwm-cannon-alpha-au,"Official brochure; live-grade availability unclear: Lux Turbo Diesel Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Torque-on-demand 4WD. Leaf-spring rear suspension. The current live page emphasises Ultra diesel and PHEV grades; dealer availability should be checked. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://assets.gwmanz.com/f/256395/x/43c46a95d0/cannon-alpha-brochure-au.pdf,,2026-08-18
gwm-cannon-alpha-2025-ultra-hev-pick-up-tub,GWM,"Cannon Alpha",2025,,"Ultra HEV",dual_cab,pickup_tub,"4x4 on-demand","2.0L turbo-petrol hybrid + electric motor","9-speed hybrid automatic",,"Standard light-vehicle licence subject to final configuration",3350,2575,"Published kerb weight",3310,6555,1680,2250,735,"GVM minus kerb",3500,350,,,,gwm-cannon-alpha-au,"Official brochure; live-grade availability unclear: Ultra HEV Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Torque-on-demand 4WD. Leaf-spring rear suspension. Confirm new-order availability with GWM. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://assets.gwmanz.com/f/256395/x/43c46a95d0/cannon-alpha-brochure-au.pdf,,2026-08-18
gwm-cannon-alpha-2025-ultra-phev-pick-up-tub,GWM,"Cannon Alpha",2025,,"Ultra PHEV",dual_cab,pickup_tub,"4x4 on-demand","2.0L turbo-petrol PHEV + electric motor","9-speed hybrid automatic",,"Standard light-vehicle licence subject to final configuration",3350,2810,"Published kerb weight",3495,6745,1680,2250,685,"GVM minus kerb",3500,350,,,,gwm-cannon-alpha-au,"Official current brochure: Ultra PHEV Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Torque-on-demand 4WD. 37.11 kWh battery; 115 km NEDC EV range; 7.9 L/100 km low-charge figure; 6 kW V2L; multi-link coil rear suspension. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://assets.gwmanz.com/f/256395/x/43c46a95d0/cannon-alpha-brochure-au.pdf,,2026-08-18
gwm-cannon-alpha-2025-ultra-turbo-diesel-pick-up-tub,GWM,"Cannon Alpha",2025,,"Ultra Turbo Diesel",dual_cab,pickup_tub,"4x4 on-demand","2.4L turbo-diesel","9-speed automatic",,"Standard light-vehicle licence subject to final configuration",3350,2550,"Published kerb weight",3310,6555,1680,2250,760,"GVM minus kerb",3500,350,,,,gwm-cannon-alpha-au,"Official current brochure: Ultra Turbo Diesel Pick-up tub",source_verified,0,"Load body as published: Pick-up tub. Manufacturer drivetrain description: Torque-on-demand 4WD. Leaf-spring rear suspension; 60/40 split-swing tailgate. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://assets.gwmanz.com/f/256395/x/43c46a95d0/cannon-alpha-brochure-au.pdf,,2026-08-18
isuzu-dmax-25-5my-4x4-lsu-crew-3-0,Isuzu,D-MAX,2025,,LS-U,crew_cab,cab_chassis,4x4,"3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1960,"Kerb weight excludes tray body",3100,6000,1450,1910,1140,"Published; final cab-chassis mass depends on body fitted",3500,350,1800,1777,450,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x4 LS-U Crew Cab Chassis",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x2-sx-crew-2-2,Isuzu,D-MAX,2025,,SX,crew_cab,cab_chassis,"4x2 high-ride","2.2L turbo-diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1775,"Kerb weight excludes tray body",3000,5850,1450,1910,1225,"Published; final cab-chassis mass depends on body fitted",3500,350,1800,1777,450,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x2 SX Crew Cab Chassis 2.2L",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x2-sx-crew-3-0,Isuzu,D-MAX,2025,,SX,crew_cab,cab_chassis,"4x2 high-ride","3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1825,"Kerb weight excludes tray body",3000,5850,1450,1910,1175,"Published; final cab-chassis mass depends on body fitted",3500,350,1800,1777,450,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x2 SX Crew Cab Chassis 3.0L",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x4-sx-crew-2-2,Isuzu,D-MAX,2025,,SX,crew_cab,cab_chassis,4x4,"2.2L turbo-diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1860,"Kerb weight excludes tray body",3100,6000,1450,1910,1240,"Published; final cab-chassis mass depends on body fitted",3500,350,1800,1777,450,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x4 SX Crew Cab Chassis 2.2L",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x4-sx-crew-3-0,Isuzu,D-MAX,2025,,SX,crew_cab,cab_chassis,4x4,"3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1915,"Kerb weight excludes tray body",3100,6000,1450,1910,1185,"Published; final cab-chassis mass depends on body fitted",3500,350,1800,1777,450,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x4 SX Crew Cab Chassis 3.0L",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x2-sx-single-2-2,Isuzu,D-MAX,2025,,SX,single_cab,cab_chassis,"4x2 high-ride","2.2L turbo-diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1650,"Kerb weight excludes tray body",3000,5850,1450,1910,1350,"Published; final cab-chassis mass depends on body fitted",3500,350,2550,1777,1240,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x2 SX Single Cab Chassis 2.2L",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x2-sx-single-3-0,Isuzu,D-MAX,2025,,SX,single_cab,cab_chassis,"4x2 high-ride","3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1700,"Kerb weight excludes tray body",3000,5850,1450,1910,1300,"Published; final cab-chassis mass depends on body fitted",3500,350,2550,1777,1240,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x2 SX Single Cab Chassis 3.0L",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x4-sx-single-3-0,Isuzu,D-MAX,2025,,SX,single_cab,cab_chassis,4x4,"3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1790,"Kerb weight excludes tray body",3100,6000,1450,1910,1310,"Published; final cab-chassis mass depends on body fitted",3500,350,2550,1777,1240,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x4 SX Single Cab Chassis",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x2-sx-space-3-0,Isuzu,D-MAX,2025,,SX,space_cab,cab_chassis,"4x2 high-ride","3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1775,"Kerb weight excludes tray body",3000,5850,1450,1910,1225,"Published; final cab-chassis mass depends on body fitted",3500,350,2100,1777,765,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x2 SX Space Cab Chassis",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
isuzu-dmax-25-5my-4x4-sx-space-3-0,Isuzu,D-MAX,2025,,SX,space_cab,cab_chassis,4x4,"3.0L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",3125,1860,"Kerb weight excludes tray body",3100,6000,1450,1910,1240,"Published; final cab-chassis mass depends on body fitted",3500,350,2100,1777,765,isuzu-dmax-25-5my,"Fuel, Weights & Dimensions: 4x4 SX Space Cab Chassis",source_verified,0,,1,https://cdn-iua.dataweavers.io/-/media/d-max/documents/25-5my-isuzu-d-max-vehicle-specifications.pdf?rev=30680420a74d44c9af2c12f77ee2d85d,,2026-08-17
kgm-musso-elx-adventure-ultimate,KGM,Musso,2026,,"ELX / Adventure / Ultimate",dual_cab,pickup_tub,4x4,"2.2L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",,2090,"Published kerb weight",2880,6380,,,790,"Published payload; reconciles with GVM minus kerb weight",3500,350,,,,kgm-musso-au,"Specifications: ELX / Adventure / Ultimate",source_verified_model_level,0,"The page states 790 kg maximum payload for ELX, Adventure and Ultimate, so this configuration is attributable. Deck capacity 1,011 L. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://kgm.com.au/models/musso,,2026-08-18
kgm-musso-config-1010,KGM,Musso,2026,,"Unattributed 1,010 kg payload configuration",dual_cab,pickup_tub,4x4,"2.2L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",,2210,"Published kerb weight",3220,6720,,,1010,"Published payload; reconciles with GVM minus kerb weight",3500,350,,,,kgm-musso-au,"Specifications: Unattributed 1,010 kg payload configuration",needs_secondary_review,0,"Highest published Musso GVM and payload. KGM publishes it without a reliable grade mapping in page data. Confirm the grade and whether it is the XLV long-tub body before customer exposure. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://kgm.com.au/models/musso,,2026-08-18
kgm-musso-config-880,KGM,Musso,2026,,"Unattributed 880 kg payload configuration",dual_cab,pickup_tub,4x4,"2.2L turbo-diesel","6-speed automatic",,"Standard light-vehicle licence subject to final configuration",,2100,"Published kerb weight",2980,6480,,,880,"Published payload; reconciles with GVM minus kerb weight",3500,350,,,,kgm-musso-au,"Specifications: Unattributed 880 kg payload configuration",needs_secondary_review,0,"KGM publishes this configuration without a reliable grade mapping in page data. Confirm which grade or XLV pack it belongs to before customer exposure. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://kgm.com.au/models/musso,,2026-08-18
kia-tasman-2026-dual-cab-s-4x4-cab-chassis-optional-tray,Kia,Tasman,2026,,"Dual Cab S 4x4",dual_cab,cab_chassis,"4x4 part-time","2.2L turbo-diesel","8-speed Sports-Matic automatic",,"Standard light-vehicle licence subject to final configuration",3270,2065,"Published kerb weight; excludes tray body",3250,6200,1450,2040,1185,"GVM minus cab-chassis kerb; tray/accessories reduce usable payload",3500,350,,,,kia-tasman-cab-chassis-au,"Official separate cab-chassis brochure: Dual Cab S 4x4 Cab chassis – optional tray",source_verified,0,"Load body as published: Cab chassis – optional tray. Manufacturer drivetrain description: Part-time 4x4 with low range. Published turning figure is a 6.17 m turning radius; 12.34 m shown here is the calculated diameter. Overall length, departure angle and final payload depend on the selected tray and accessories. Kia lists General Purpose Alloy, Heavy Duty Alloy and Heavy Duty Steel tray options.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-cab-chassis-brochure.pdf,,2026-08-18
kia-tasman-2026-dual-cab-sx-4x4-cab-chassis-optional-tray,Kia,Tasman,2026,,"Dual Cab SX 4x4",dual_cab,cab_chassis,"4x4 part-time","2.2L turbo-diesel","8-speed Sports-Matic automatic",,"Standard light-vehicle licence subject to final configuration",3270,2065,"Published kerb weight; excludes tray body",3250,6200,1450,2040,1185,"GVM minus cab-chassis kerb; tray/accessories reduce usable payload",3500,350,,,,kia-tasman-cab-chassis-au,"Official separate cab-chassis brochure: Dual Cab SX 4x4 Cab chassis – optional tray",source_verified,0,"Load body as published: Cab chassis – optional tray. Manufacturer drivetrain description: Part-time 4x4 with low range. Published turning figure is a 6.17 m turning radius; 12.34 m shown here is the calculated diameter. Overall length, departure angle and final payload depend on the selected tray and accessories. Kia lists General Purpose Alloy, Heavy Duty Alloy and Heavy Duty Steel tray options.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-cab-chassis-brochure.pdf,,2026-08-18
kia-tasman-my26-s-4x2,Kia,Tasman,2026,,S,dual_cab,pickup_tub,4x2,"2.2L diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2126,"Published kerb weight",3250,6200,1450,2040,1124,"Manufacturer-published maximum payload",3500,350,1573,1600,,kia-tasman-my26-au,"Weight table: S 4x2",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-brochure.pdf,,2026-08-17
kia-tasman-my26-s-4x4,Kia,Tasman,2026,,S,dual_cab,pickup_tub,4x4,"2.2L diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2225,"Published kerb weight",3250,6200,1450,2040,1025,"Manufacturer-published maximum payload",3500,350,1573,1600,,kia-tasman-my26-au,"Weight table: S 4x4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-brochure.pdf,,2026-08-17
kia-tasman-my26-sx-4x4,Kia,Tasman,2026,,SX,dual_cab,pickup_tub,4x4,"2.2L diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2225,"Published kerb weight",3250,6200,1450,2040,1025,"Manufacturer-published maximum payload",3500,350,1573,1600,,kia-tasman-my26-au,"Weight table: SX 4x4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-brochure.pdf,,2026-08-17
kia-tasman-my26-sxplus-4x4,Kia,Tasman,2026,,SX+,dual_cab,pickup_tub,4x4,"2.2L diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2225,"Published kerb weight",3250,6200,1450,2040,1025,"Manufacturer-published maximum payload",3500,350,1512,1572,,kia-tasman-my26-au,"Weight table: SX+ 4x4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-brochure.pdf,,2026-08-17
kia-tasman-2026-single-cab-s-4x2-cab-chassis-optional-tray,Kia,Tasman,2026,,"Single Cab S 4x2",single_cab,cab_chassis,4x2,"2.2L turbo-diesel","8-speed Sports-Matic automatic",,"Standard light-vehicle licence subject to final configuration",3270,1795,"Published kerb weight; excludes tray body",3160,6200,1450,2040,1365,"GVM minus cab-chassis kerb; tray/accessories reduce usable payload",3500,350,,,,kia-tasman-cab-chassis-au,"Official separate cab-chassis brochure: Single Cab S 4x2 Cab chassis – optional tray",source_verified,0,"Load body as published: Cab chassis – optional tray. Manufacturer drivetrain description: 4x2. Published turning figure is a 6.17 m turning radius; 12.34 m shown here is the calculated diameter. Overall length, departure angle and final payload depend on the selected tray and accessories. Kia lists General Purpose Alloy, Heavy Duty Alloy and Heavy Duty Steel tray options. Single-cab kerb and payload figures explicitly exclude the tray.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-cab-chassis-brochure.pdf,,2026-08-18
kia-tasman-2026-single-cab-s-4x4-cab-chassis-optional-tray,Kia,Tasman,2026,,"Single Cab S 4x4",single_cab,cab_chassis,"4x4 part-time","2.2L turbo-diesel","8-speed Sports-Matic automatic",,"Standard light-vehicle licence subject to final configuration",3270,1905,"Published kerb weight; excludes tray body",3250,6200,1450,2040,1345,"GVM minus cab-chassis kerb; tray/accessories reduce usable payload",3500,350,,,,kia-tasman-cab-chassis-au,"Official separate cab-chassis brochure: Single Cab S 4x4 Cab chassis – optional tray",source_verified,0,"Load body as published: Cab chassis – optional tray. Manufacturer drivetrain description: Part-time 4x4 with low range. Published turning figure is a 6.17 m turning radius; 12.34 m shown here is the calculated diameter. Overall length, departure angle and final payload depend on the selected tray and accessories. Kia lists General Purpose Alloy, Heavy Duty Alloy and Heavy Duty Steel tray options. Single-cab kerb and payload figures explicitly exclude the tray.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-cab-chassis-brochure.pdf,,2026-08-18
kia-tasman-2026-single-cab-sx-4x4-cab-chassis-optional-tray,Kia,Tasman,2026,,"Single Cab SX 4x4",single_cab,cab_chassis,"4x4 part-time","2.2L turbo-diesel","8-speed Sports-Matic automatic",,"Standard light-vehicle licence subject to final configuration",3270,1905,"Published kerb weight; excludes tray body",3250,6200,1450,2040,1345,"GVM minus cab-chassis kerb; tray/accessories reduce usable payload",3500,350,,,,kia-tasman-cab-chassis-au,"Official separate cab-chassis brochure: Single Cab SX 4x4 Cab chassis – optional tray",source_verified,0,"Load body as published: Cab chassis – optional tray. Manufacturer drivetrain description: Part-time 4x4 with low range. Published turning figure is a 6.17 m turning radius; 12.34 m shown here is the calculated diameter. Overall length, departure angle and final payload depend on the selected tray and accessories. Kia lists General Purpose Alloy, Heavy Duty Alloy and Heavy Duty Steel tray options. Single-cab kerb and payload figures explicitly exclude the tray.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-cab-chassis-brochure.pdf,,2026-08-18
kia-tasman-my26-xline-4x4,Kia,Tasman,2026,,X-Line,dual_cab,pickup_tub,4x4,"2.2L diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2223,"Published kerb weight",3250,6200,1450,2040,1027,"Manufacturer-published maximum payload",3500,350,1512,1572,,kia-tasman-my26-au,"Weight table: X-Line 4x4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-brochure.pdf,,2026-08-17
kia-tasman-my26-xpro-4x4,Kia,Tasman,2026,,X-Pro,dual_cab,pickup_tub,4x4,"2.2L diesel","8-speed automatic",,"Standard light-vehicle licence subject to final configuration",3270,2237,"Published kerb weight",3250,6200,1450,2002,1013,"Manufacturer-published maximum payload",3500,350,1512,1572,,kia-tasman-my26-au,"Weight table: X-Pro 4x4",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.kia.com/content/dam/kwcms/au/en/images/pdf/tasman/kia-tasman-brochure.pdf,,2026-08-17
mazda-bt50-my25-dual-4x4-boss-pickup,Mazda,BT-50,2025,,Boss,dual_cab,pickup_tub,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2067,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,1033,"Derived: GVM minus published kerb weight, because the published payload does not reconcile",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > Boss Pickup",needs_secondary_review,0,"DATA CONFLICT: Mazda publishes 2,067 kg kerb and 1,034 kg payload, but 3,100 - 2,067 = 1,033. The conservative derived 1,033 kg is stored. Confirm with Mazda before customer exposure. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-gt-cc,Mazda,BT-50,2025,,GT,dual_cab,cab_chassis,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2073,"Kerb weight with Mazda standard tray fitted",3100,6000,1450,1910,1027,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > GT Cab Chassis",source_verified,0,"Bare chassis is 1,959 kg kerb and 1,141 kg payload; the standard tray adds 114 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-gt-pickup,Mazda,BT-50,2025,,GT,dual_cab,pickup_tub,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2102,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,998,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > GT Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-sp-pickup,Mazda,BT-50,2025,,SP,dual_cab,pickup_tub,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2176,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,924,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > SP Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-thunder-pickup,Mazda,BT-50,2025,,Thunder,dual_cab,pickup_tub,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2213,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,887,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > Thunder Pickup",source_verified,0,"Lowest payload in the BT-50 range. Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-xs-cc,Mazda,BT-50,2025,,XS,dual_cab,cab_chassis,4x4,"2.2L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1966,"Kerb weight with Mazda standard tray fitted",3100,6000,1450,1910,1134,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > XS Cab Chassis",source_verified,0,"Bare chassis is 1,852 kg kerb and 1,248 kg payload; the standard tray adds 114 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-xs-pickup,Mazda,BT-50,2025,,XS,dual_cab,pickup_tub,4x4,"2.2L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1961,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,1139,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > XS Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x2-xs-pickup,Mazda,BT-50,2025,,XS,dual_cab,pickup_tub,4x2,"2.2L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1888,"Published kerb weight; tub body, no tray state published",3000,5850,1450,1910,1112,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x2 > XS Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-single-4x2-xs-cc,Mazda,BT-50,2025,,XS,single_cab,cab_chassis,4x2,"2.2L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1787,"Kerb weight with Mazda standard tray fitted",3000,5850,1450,1910,1213,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Single Cab > 4x2 > XS Cab Chassis",source_verified,0,"Bare chassis is 1,643 kg kerb and 1,357 kg payload; the standard tray adds 144 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-xt-cc,Mazda,BT-50,2025,,XT,dual_cab,cab_chassis,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2006,"Kerb weight with Mazda standard tray fitted",3100,6000,1450,1910,1094,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > XT Cab Chassis",source_verified,0,"Bare chassis is 1,892 kg kerb and 1,208 kg payload; the standard tray adds 114 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x2-xt-cc,Mazda,BT-50,2025,,XT,dual_cab,cab_chassis,4x2,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1920,"Kerb weight with Mazda standard tray fitted",3000,5850,1450,1910,1080,"Published payload with Mazda standard tray fitted",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x2 > XT Cab Chassis",source_verified,0,"Bare chassis is 1,806 kg kerb and 1,194 kg payload; the standard tray adds 114 kg.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x4-xt-pickup,Mazda,BT-50,2025,,XT,dual_cab,pickup_tub,4x4,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,2015,"Published kerb weight; tub body, no tray state published",3100,6000,1450,1910,1085,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x4 > XT Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
mazda-bt50-my25-dual-4x2-xt-pickup,Mazda,BT-50,2025,,XT,dual_cab,pickup_tub,4x2,"3.0L diesel",automatic,,"Standard light-vehicle licence subject to final configuration",,1929,"Published kerb weight; tub body, no tray state published",3000,5850,1450,1910,1071,"Published payload",3500,350,,,,mazda-bt50-payload-au,"Dual Cab > 4x2 > XT Pickup",source_verified,0,"Tub-compatible camper only unless engineered tray conversion is verified.",1,https://www.mazda.com.au/cars/bt-50/payload/,,2026-08-17
